Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations,Victimisations,Latitude,Longitude
6,Thu,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,6,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
12,Thu,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,12,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
15,Thu,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,15,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
15,Thu,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,15,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
19,Thu,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,19,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
12,Mon,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,12,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
10,Mon,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,10,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
7,Mon,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,7,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
18,Mon,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,18,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
16,Tue,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,16,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
20,Tue,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,20,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
13,Tue,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,13,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
15,Tue,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,15,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
16,Tue,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,16,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
12,Wed,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,12,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
16,Wed,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,16,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
18,Wed,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,18,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
9,Wed,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,9,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
12,Wed,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,12,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
13,Wed,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,13,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
17,Sat,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,17,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
19,Wed,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,19,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
23,Thu,"Robbery, Extortion and Related Offences",433700.0,Aggravated Robbery,Auckland Central West.,23,Auckland Region,Auckland.,1/01/2023,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
0,Tue,Acts Intended to Cause Injury,433700.0,Serious Assault Resulting in Injury,Auckland Central West.,0,Auckland Region,Auckland.,1/01/2023,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
14,Sun,Theft and Related Offences,433700.0,Theft From Retail Premises,Auckland Central West.,14,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
22,Fri,Acts Intended to Cause Injury,433700.0,Serious Assault Not Resulting in Injury,Auckland Central West.,22,Auckland Region,Auckland.,1/01/2023,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
2,Sun,Acts Intended to Cause Injury,433700.0,Serious Assault Resulting in Injury,Auckland Central West.,2,Auckland Region,Auckland.,1/01/2023,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
7,Thu,Acts Intended to Cause Injury,433700.0,Common Assault,Auckland Central West.,7,Auckland Region,Auckland.,1/01/2023,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
4,Fri,Theft and Related Offences,433700.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Central West.,4,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
0,Thu,Acts Intended to Cause Injury,433700.0,Common Assault,Auckland Central West.,0,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
22,Wed,Acts Intended to Cause Injury,433700.0,Serious Assault Not Resulting in Injury,Auckland Central West.,22,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
1,Wed,Acts Intended to Cause Injury,433700.0,Common Assault,Auckland Central West.,1,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
12,Wed,Acts Intended to Cause Injury,433700.0,Common Assault,Auckland Central West.,12,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
11,Sat,Theft and Related Offences,433700.0,Theft From Retail Premises,Auckland Central West.,11,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
0,Sun,Theft and Related Offences,433700.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Central West.,0,Auckland Region,Auckland.,1/01/2023,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
14,Thu,Theft and Related Offences,433700.0,Illegal Use of a Motor Vehicle,Auckland Central West.,14,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
15,Thu,Theft and Related Offences,433700.0,Illegal Use of a Motor Vehicle,Auckland Central West.,15,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
12,Mon,Theft and Related Offences,433700.0,"Theft (Except Motor Vehicles), N.E.C.",Auckland Central West.,12,Auckland Region,Auckland.,1/12/2022,433700.0,Auckland Region,Auckland,1,1,-36.84831677,174.758611
15,Tue,Acts Intended to Cause Injury,711709.0,Common Assault,Dannemora.,15,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
10,Mon,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,10,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
14,Wed,Acts Intended to Cause Injury,711709.0,Common Assault,Dannemora.,14,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
11,Mon,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,11,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
11,Mon,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,11,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
9,Wed,Theft and Related Offences,711709.0,Theft of Motor Vehicle Parts or Contents,Dannemora.,9,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
12,Wed,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,12,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
20,Tue,"Robbery, Extortion and Related Offences",711709.0,Aggravated Robbery,Dannemora.,20,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
9,Mon,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,9,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
18,Wed,"Robbery, Extortion and Related Offences",711709.0,Aggravated Robbery,Dannemora.,18,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
17,Mon,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,17,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
9,Wed,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,9,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
14,Sun,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,14,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
17,Sun,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,17,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
19,Fri,Theft and Related Offences,711709.0,Theft of Motor Vehicle Parts or Contents,Dannemora.,19,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
19,Sun,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,19,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
15,Sun,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,15,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
17,Sun,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,17,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
13,Sun,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,13,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
16,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,16,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
21,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,21,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
22,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,22,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
20,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,20,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
22,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,22,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
10,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,10,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
11,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,11,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
21,Sat,Theft and Related Offences,711709.0,"Theft (Except Motor Vehicles), N.E.C.",Dannemora.,21,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
17,Fri,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,17,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
10,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,10,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
15,Thu,Theft and Related Offences,711709.0,"Theft (Except Motor Vehicles), N.E.C.",Dannemora.,15,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
12,Sun,Theft and Related Offences,711709.0,Theft of Motor Vehicle Parts or Contents,Dannemora.,12,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
16,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,16,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
10,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,10,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
13,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,13,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
20,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,20,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
16,Thu,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,16,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
14,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,14,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
17,Thu,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,17,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
18,Thu,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,18,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
11,Mon,Theft and Related Offences,711709.0,Illegal Use of a Motor Vehicle,Dannemora.,11,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
20,Thu,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,20,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
18,Thu,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,18,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
14,Tue,Theft and Related Offences,711709.0,"Theft (Except Motor Vehicles), N.E.C.",Dannemora.,14,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
16,Tue,Theft and Related Offences,711709.0,"Theft (Except Motor Vehicles), N.E.C.",Dannemora.,16,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
7,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,7,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
14,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,14,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
17,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,17,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
19,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,19,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
15,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,15,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
21,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,21,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
13,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,13,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
16,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,16,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,2,2,-36.93171883,174.9128209
13,Wed,Theft and Related Offences,711709.0,Illegal Use of a Motor Vehicle,Dannemora.,13,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
17,Wed,Theft and Related Offences,711709.0,Theft of Motor Vehicle Parts or Contents,Dannemora.,17,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
11,Wed,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,11,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
13,Sat,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,13,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
21,Wed,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,21,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
14,Tue,Theft and Related Offences,711709.0,Theft From Retail Premises,Dannemora.,14,Auckland Region,Auckland.,1/12/2022,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
3,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",711709.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Dannemora.,3,Auckland Region,Auckland.,1/01/2023,711709.0,Auckland Region,Auckland,1,1,-36.93171883,174.9128209
14,Fri,Acts Intended to Cause Injury,433503.0,Serious Assault Resulting in Injury,Auckland Central West.,14,Auckland Region,Auckland.,1/01/2023,433503.0,Auckland Region,Auckland,1,1,-36.84769484,174.7652175
