Hour,Occurrence Day Of Week,Incidents,Area Unit,Date,Number of Victimisations,Latitude,Longitude,Severity Score
2:00 pm,Fri,Burglary,Hobsonville East,2022-12-02,1,-36.79921627,174.6673835,6.760964765793623
2:00 pm,Fri,Theft,Mangere Central,2022-12-02,1,-36.97181526,174.7988405,1.388698909323364
1:00 am,Fri,Burglary,Parnell West,2022-12-02,1,-36.86121995,174.7816415,6.420853220135679
1:00 am,Fri,Battery,Auckland Central West,2022-12-02,1,-36.85695662,174.7610484,8.939767858617852
12:00 pm,Fri,Burglary,Kelston Central,2022-12-02,1,-36.90298604,174.6635553,6.809552129459043
6:00 pm,Fri,Theft,Pukekohe North,2022-12-02,1,-37.1991672,174.9085453,1.8512829905441173
8:00 am,Fri,Theft,Wellsford,2022-12-02,1,-36.29880819,174.5222445,1.097174727330841
9:00 am,Fri,Battery,Arahanga,2022-12-02,1,-36.95380893,174.7933177,6.51802794746652
11:00 am,Fri,Burglary,Wiri,2022-12-02,1,-37.01008252,174.8865854,6.663790038462781
6:00 pm,Fri,Battery,Te Atatu Central,2022-12-02,1,-36.84204752,174.6537613,6.663790038462781
6:00 pm,Fri,Theft,Hobsonville East,2022-12-02,1,-36.80858989,174.6328684,1.2915241819925227
2:00 pm,Fri,Theft,Auckland Central West,2022-12-02,1,-36.84965444,174.7645458,3.9076135478055383
6:00 pm,Fri,Theft,Orewa,2022-12-02,1,-36.58977247,174.69753,1.2915241819925227
6:00 pm,Fri,Robbery,Mangere South,2022-12-02,1,-36.977994,174.8035755,7.61520267479736
3:00 pm,Fri,Burglary,Fruitvale,2022-12-02,1,-36.91404279,174.6674011,6.760964765793623
2:00 pm,Fri,Burglary,Papakura East,2022-12-02,1,-37.05925659,174.9637108,6.760964765793623
9:00 pm,Fri,Battery,Auckland Central West,2022-12-02,1,-36.84828715,174.7644706,9.036942585948694
3:00 am,Fri,Burglary,Hillsborough West,2022-12-02,1,-36.91580778,174.7565123,6.372265856470259
10:00 pm,Fri,Theft,Auckland Central West,2022-12-02,1,-36.84828715,174.7644706,3.616089365813015
6:00 am,Fri,Theft,Lynnmall,2022-12-02,1,-36.90905794,174.6918133,1.5597588085515943
1:00 pm,Fri,Battery,Takanini North,2022-12-02,1,-37.02972017,174.9228437,6.760964765793623
3:00 pm,Fri,Theft,Orakei North,2022-12-02,1,-36.86051786,174.8222661,1.388698909323364
5:00 pm,Fri,Theft,Henderson South,2022-12-02,1,-36.87916843,174.6284076,1.9484577178749585
3:00 pm,Fri,Theft,Browns Bay,2022-12-02,1,-36.71142343,174.7291879,1.388698909323364
8:00 am,Fri,Robbery,Auckland Central East,2022-12-02,1,-36.84911991,174.7739217,7.700732624411476
12:00 pm,Fri,Robbery,Stanmore Bay East,2022-12-02,1,-36.62760442,174.7474025,7.481085361517825
11:00 pm,Fri,Burglary,Elsmore Park,2022-12-02,1,-36.91660421,174.9001975,6.420853220135679
12:00 pm,Fri,Burglary,Manurewa Central,2022-12-02,1,-37.02271538,174.8930206,6.809552129459043
8:00 am,Fri,Theft,Auckland Central West,2022-12-02,1,-36.84828715,174.7644706,3.616089365813015
2:00 am,Fri,Theft,Ponsonby East,2022-12-02,1,-36.85657739,174.7450295,1.0485873636654204
6:00 pm,Fri,Theft,Auckland Harbourside,2022-12-02,1,-36.8445892,174.7661254,2.1311623948199143
8:00 pm,Fri,Burglary,Manukau Central,2022-12-02,1,-36.99121216,174.8743641,7.406253523959332
4:00 pm,Fri,Theft,Manukau Central,2022-12-02,1,-36.99121216,174.8743641,2.2283371221507555
5:00 pm,Fri,Theft,Henderson South,2022-12-02,1,-36.88250124,174.6319525,1.9484577178749585
10:00 pm,Fri,Theft,Mairangi Bay,2022-12-02,1,-36.73994211,174.7520033,1.097174727330841
10:00 am,Fri,Sexual Assault,Paremoremo East,2022-12-02,1,-36.76534149,174.6380269,7.286735906856143
3:00 pm,Fri,Theft,Fairburn,2022-12-02,1,-36.94859759,174.8459905,1.388698909323364
2:00 am,Fri,Theft,Mangere East,2022-12-02,1,-36.9728472,174.8370496,1.0485873636654204
8:00 pm,Fri,Theft,One Tree Hill East,2022-12-02,1,-36.89413823,174.795596,1.194349454661682
7:00 am,Fri,Theft,Rosebank,2022-12-02,1,-36.88719579,174.6779201,1.0485873636654204
12:00 pm,Fri,Burglary,Fairdene,2022-12-02,1,-36.86930167,174.6266016,6.809552129459043
7:00 am,Fri,Theft,Takanini North,2022-12-02,1,-37.03076199,174.9154148,1.0485873636654204
6:00 pm,Fri,Theft,Papatoetoe Central,2022-12-02,1,-36.98021142,174.8537365,1.2915241819925227
12:00 pm,Fri,Theft,Ranui South,2022-12-02,1,-36.87008713,174.6010839,1.4372862729887843
1:00 pm,Fri,Theft,Mangere South,2022-12-02,1,-37.0081395,174.800377,1.6685783135991612
3:00 am,Fri,Burglary,Auckland Harbourside,2022-12-02,1,-36.84743349,174.7773225,7.211904069297651
2:00 am,Fri,Theft,Birkdale South,2022-12-02,1,-36.80310329,174.7026774,1.0485873636654204
10:00 am,Fri,Theft,Point Chevalier East,2022-12-02,1,-36.86971314,174.7099247,1.5228162226028996
9:00 pm,Fri,Theft,Henderson North,2022-12-02,1,-36.87190728,174.625762,1.1457620909962616
4:00 pm,Fri,Theft,Mangere South,2022-12-02,1,-37.0081395,174.800377,1.6685783135991612
10:00 am,Fri,Theft,Mangere South,2022-12-02,1,-37.0081395,174.800377,1.5228162226028996
7:00 am,Fri,Theft,Takanini North,2022-12-02,1,-37.03784145,174.9144793,1.0485873636654204
4:00 pm,Fri,Theft,Burbank,2022-12-02,1,-37.02050588,174.8640266,1.388698909323364
6:00 pm,Fri,Theft,Sandringham North,2022-12-02,1,-36.88277881,174.733734,1.57140358626832
3:00 pm,Fri,Battery,Mt Wellington South,2022-12-02,1,-36.91659477,174.8418528,7.320723574345217
11:00 pm,Fri,Theft,Parnell West,2022-12-02,1,-36.85633913,174.7857285,1.0485873636654204
2:00 am,Fri,Theft,Newton,2022-12-02,1,-36.85881919,174.7584955,1.0485873636654204
5:00 pm,Fri,Theft,Glenfield North,2022-12-02,1,-36.77527097,174.7360766,1.388698909323364
1:00 pm,Fri,Theft,Mt Albert Central,2022-12-02,1,-36.88042735,174.7274226,1.388698909323364
5:00 pm,Fri,Theft,West Harbour,2022-12-02,1,-36.81808102,174.6217997,1.388698909323364
12:00 pm,Fri,Theft,Waitaramoa,2022-12-02,1,-36.87184231,174.7944706,1.4372862729887843
10:00 pm,Fri,Theft,Maungawhau,2022-12-02,1,-36.88965603,174.7476267,1.097174727330841
4:00 am,Fri,Burglary,Sandringham West,2022-12-02,1,-36.88809858,174.7358384,6.372265856470259
6:00 pm,Fri,Theft,Pinehill,2022-12-02,1,-36.73007535,174.7186223,1.2915241819925227
8:00 am,Fri,Theft,Manukau Central,2022-12-02,1,-36.99207534,174.8805324,1.9368129401582324
7:00 pm,Fri,Theft,Pinehill,2022-12-02,2,-36.73007535,174.7186223,1.2915241819925227
12:00 pm,Fri,Theft,Lynfield South,2022-12-02,1,-36.92411191,174.7178412,1.4372862729887843
10:00 am,Fri,Battery,Manukau Central,2022-12-02,1,-37.01250711,174.8465444,7.454840887624753
12:00 am,Fri,Theft,Manukau Central,2022-12-02,1,-37.01250711,174.8465444,1.9368129401582324
5:00 pm,Fri,Theft,Puhinui South,2022-12-02,1,-36.99496552,174.8618397,1.6685783135991612
3:00 pm,Fri,Theft,Lynnmall,2022-12-02,1,-36.90844118,174.6836551,1.9484577178749585
11:00 am,Fri,Theft,Opaheke,2022-12-02,1,-37.07707483,174.9557387,1.2915241819925227
6:00 pm,Fri,Theft,Hingaia,2022-12-02,1,-37.06581128,174.9166922,1.2915241819925227
7:00 am,Fri,Theft,Epsom South,2022-12-02,1,-36.89699142,174.7715773,1.0485873636654204
1:00 pm,Fri,Burglary,Long Bay,2022-12-02,1,-36.67467755,174.7300063,6.760964765793623
4:00 pm,Fri,Theft,Papatoetoe Central,2022-12-02,1,-36.98142201,174.8557994,1.388698909323364
5:00 pm,Fri,Theft,Onehunga South East,2022-12-02,1,-36.92241299,174.7864859,1.388698909323364
1:00 pm,Fri,Theft,Waiuku East,2022-12-02,1,-37.24747792,174.7318433,1.388698909323364
12:00 pm,Fri,Theft,Windsor Park,2022-12-02,1,-36.74575997,174.729991,1.4372862729887843
1:00 pm,Fri,Theft,Rosehill,2022-12-02,1,-37.08795946,174.9400052,1.388698909323364
12:00 am,Fri,Theft,Royal Oak,2022-12-02,1,-36.90623918,174.7629627,1.097174727330841
4:00 am,Sat,Battery,Hyperion,2022-12-03,1,-37.02977217,174.9113569,6.372265856470259
10:00 am,Sat,Battery,Paremoremo East,2022-12-03,1,-36.76534149,174.6380269,6.615202674797361
4:00 pm,Sat,Theft,Pigeon Mountain South,2022-12-03,1,-36.89867492,174.9002804,1.388698909323364
9:00 pm,Sat,Theft,Mangere Station,2022-12-03,1,-36.95627838,174.8283064,1.1457620909962616
5:00 am,Sat,Theft,Owairaka East,2022-12-03,1,-36.88541459,174.7155797,1.0
10:00 am,Sat,Burglary,Mt Eden South,2022-12-03,1,-36.89756923,174.7498347,6.615202674797361
6:00 pm,Sat,Theft,Sandringham West,2022-12-03,1,-36.88537911,174.731718,1.2915241819925227
12:00 pm,Sat,Theft,Burswood,2022-12-03,1,-36.92766621,174.9039572,1.4372862729887843
7:00 pm,Sat,Battery,Northcross,2022-12-03,1,-36.71156655,174.7266337,6.663790038462781
8:00 pm,Sat,Burglary,Elsmore Park,2022-12-03,1,-36.90052683,174.9043119,6.56661531113194
3:00 am,Sat,Sexual Assault,Glenfield North,2022-12-03,1,-36.77147976,174.7327872,7.043799088529041
1:00 am,Sat,Burglary,Greenhithe,2022-12-03,1,-36.77704675,174.6749938,6.420853220135679
4:00 pm,Sat,Burglary,Beachhaven South,2022-12-03,1,-36.8099384,174.696104,6.760964765793623
2:00 pm,Sat,Theft,Surrey Crescent,2022-12-03,2,-36.86580521,174.7270534,1.388698909323364
4:00 pm,Sat,Battery,Tamaki,2022-12-03,1,-36.89408356,174.859368,6.760964765793623
5:00 pm,Sat,Theft,Otahuhu West,2022-12-03,1,-36.9391312,174.8336419,1.388698909323364
3:00 am,Sat,Battery,Sherbourne,2022-12-03,2,-36.87937944,174.7605999,6.372265856470259
12:00 am,Sat,Battery,St Johns,2022-12-03,1,-36.87440178,174.8435869,6.4694405838010995
12:00 pm,Sat,Theft,Takanini South,2022-12-03,1,-37.04340162,174.9380587,1.7171656772645816
3:00 pm,Sat,Theft,St Lukes,2022-12-03,1,-36.87619645,174.7349193,1.388698909323364
3:00 am,Sat,Theft,Kauri Park,2022-12-03,2,-36.81110279,174.706114,1.0
5:00 pm,Sat,Theft,Mangere Bridge,2022-12-03,1,-36.93792238,174.787076,1.388698909323364
4:00 pm,Sat,Burglary,Grey Lynn East,2022-12-03,1,-36.85959471,174.7512491,7.04084417006942
4:00 am,Sat,Burglary,Mangere Bridge,2022-12-03,2,-36.94237374,174.7862977,6.372265856470259
5:00 am,Sat,Theft,Henderson North,2022-12-03,1,-36.88416018,174.6444192,1.0
1:00 am,Sat,Battery,Albany,2022-12-03,2,-36.72363854,174.7089796,6.700732624411476
9:00 am,Sat,Theft,Lake Pupuke,2022-12-03,1,-36.77140662,174.7643996,1.1457620909962616
1:00 pm,Sat,Theft,Auckland Central West,2022-12-03,2,-36.84828715,174.7644706,3.9076135478055383
11:00 am,Sat,Theft,Auckland Central West,2022-12-03,3,-36.84828715,174.7644706,3.810438820474697
8:00 am,Sat,Theft,Huapai,2022-12-03,1,-36.77851089,174.5625596,1.097174727330841
10:00 pm,Sat,Theft,Auckland Central West,2022-12-03,1,-36.84828715,174.7644706,3.616089365813015
2:00 am,Sat,Theft,Auckland Central East,2022-12-03,1,-36.8462733,174.7665617,1.608346172217015
6:00 pm,Sat,Theft,Rongomai,2022-12-03,1,-36.95929132,174.8950888,1.57140358626832
9:00 am,Sat,Theft,Rongomai,2022-12-03,1,-36.95929132,174.8950888,1.4256414952720586
11:00 pm,Sat,Battery,Auckland Harbourside,2022-12-03,1,-36.84122098,174.7561549,7.26049143296307
5:00 pm,Sat,Theft,Papakura Central,2022-12-03,1,-37.06420019,174.9442681,1.6685783135991612
11:00 am,Sat,Theft,Papakura Central,2022-12-03,1,-37.06420019,174.9442681,1.57140358626832
3:00 pm,Sat,Theft,Greenmount,2022-12-03,1,-36.93011926,174.9090076,1.6685783135991612
2:00 pm,Sat,Battery,Manukau Central,2022-12-03,1,-36.99121216,174.8743641,7.600602978621014
4:00 pm,Sat,Battery,Kingdale,2022-12-03,1,-36.85006512,174.6286364,6.760964765793623
10:00 am,Sat,Theft,Silverdale Central,2022-12-03,1,-36.61364383,174.6774404,1.2429368183271023
7:00 am,Sat,Theft,Grey Lynn East,2022-12-03,1,-36.85853169,174.749547,1.3284667679412177
10:00 am,Sat,Theft,Glenfield North,2022-12-03,1,-36.77577314,174.7415567,1.2429368183271023
9:00 am,Sat,Theft,Mangere Central,2022-12-03,1,-36.97181526,174.7988405,1.1457620909962616
8:00 pm,Sat,Theft,Glenfield Central,2022-12-03,1,-36.78255279,174.722369,1.194349454661682
6:00 pm,Sat,Theft,Auckland Harbourside,2022-12-03,1,-36.8445892,174.7661254,2.1311623948199143
8:00 am,Sat,Theft,Dingwall,2022-12-03,1,-36.96829351,174.8619966,1.097174727330841
1:00 pm,Sat,Battery,Elsmore Park,2022-12-03,2,-36.90630312,174.8982861,6.760964765793623
2:00 pm,Sat,Theft,Burswood,2022-12-03,1,-36.92404596,174.8974116,1.388698909323364
7:00 am,Sat,Robbery,Puhinui South,2022-12-03,1,-36.99279979,174.8600674,7.372265856470258
7:00 am,Sat,Burglary,Puhinui South,2022-12-03,1,-36.99279979,174.8600674,6.700732624411476
9:00 pm,Sat,Theft,Stonefields,2022-12-03,1,-36.88993445,174.8347352,1.1457620909962616
10:00 am,Sat,Theft,Freemans Bay,2022-12-03,1,-36.85534711,174.7472796,1.2429368183271023
3:00 am,Sat,Theft,Auckland Central West,2022-12-03,2,-36.85609619,174.7615667,3.5189146384821743
3:00 pm,Sat,Theft,Pakuranga Central,2022-12-03,1,-36.9135188,174.8723412,1.388698909323364
12:00 am,Sat,Battery,Newton,2022-12-03,1,-36.85850938,174.7570689,6.4694405838010995
2:00 am,Sat,Theft,New Windsor,2022-12-03,1,-36.90171328,174.7125013,1.0485873636654204
12:00 pm,Sat,Theft,Westlake,2022-12-03,1,-36.79359893,174.7660667,1.4372862729887843
4:00 am,Sat,Burglary,Birkenhead East,2022-12-03,1,-36.81445516,174.7279066,6.372265856470259
2:00 pm,Sat,Theft,Mt Wellington South,2022-12-03,1,-36.91659477,174.8418528,1.9484577178749585
12:00 pm,Sat,Theft,St Johns,2022-12-03,1,-36.87535687,174.850659,1.4372862729887843
7:00 pm,Sat,Theft,Auckland Central West,2022-12-03,1,-36.84698538,174.7597054,3.810438820474697
2:00 pm,Sat,Theft,Henderson South,2022-12-03,1,-36.88292606,174.6345496,1.9484577178749585
2:00 pm,Sat,Burglary,Henderson South,2022-12-03,1,-36.88292606,174.6345496,7.320723574345217
7:00 am,Sat,Battery,Mt Hobson,2022-12-03,1,-36.8782156,174.7866403,6.420853220135679
9:00 am,Sat,Theft,Mt Wellington North,2022-12-03,1,-36.89902155,174.840689,1.1457620909962616
9:00 pm,Sat,Theft,Puhinui South,2022-12-03,1,-36.99496552,174.8618397,1.4256414952720586
7:00 am,Sat,Battery,Ranui Domain,2022-12-03,1,-36.86393234,174.6090583,6.420853220135679
4:00 am,Sat,Battery,Kohuora,2022-12-03,1,-36.97590202,174.842742,6.372265856470259
1:00 am,Sat,Theft,Hobsonville East,2022-12-03,1,-36.79636417,174.6486515,1.0485873636654204
10:00 pm,Sat,Theft,Three Kings,2022-12-03,1,-36.90446353,174.7437156,1.097174727330841
3:00 pm,Sat,Theft,Target Road,2022-12-03,1,-36.76748455,174.7385259,1.388698909323364
2:00 pm,Sat,Battery,Lynnmall,2022-12-03,1,-36.90706341,174.6867036,7.320723574345217
10:00 am,Sat,Theft,St Johns,2022-12-03,1,-36.87535687,174.850659,1.2429368183271023
3:00 pm,Sat,Theft,Takanini West,2022-12-03,1,-37.0458735,174.9209287,1.6685783135991612
11:00 am,Sat,Theft,Fairburn,2022-12-03,1,-36.94666565,174.8461939,1.2915241819925227
5:00 pm,Sat,Theft,New Lynn North,2022-12-03,1,-36.9081816,174.6796099,1.388698909323364
4:00 pm,Sat,Theft,Onehunga South East,2022-12-03,1,-36.92122117,174.7860202,1.388698909323364
2:00 am,Sat,Theft,Remuera South,2022-12-03,1,-36.88331724,174.7926291,1.0485873636654204
12:00 pm,Sat,Burglary,Epsom North,2022-12-03,1,-36.8726555,174.7756962,6.809552129459043
8:00 pm,Sat,Theft,Auckland Harbourside,2022-12-03,1,-36.84589383,174.7730315,2.0339876674890736
7:00 pm,Sat,Theft,Newmarket,2022-12-03,1,-36.86594546,174.7799299,1.57140358626832
8:00 pm,Sat,Theft,One Tree Hill Central,2022-12-03,1,-36.89047136,174.780212,1.194349454661682
12:00 pm,Sat,Theft,Mt Wellington South,2022-12-03,1,-36.91659477,174.8418528,1.9970450815403789
4:00 am,Sat,Theft,Newton,2022-12-03,1,-36.85881919,174.7584955,1.0
7:00 pm,Sat,Burglary,Takanini West,2022-12-03,1,-37.03993521,174.9030792,6.943669442738578
9:00 am,Sat,Theft,Tangutu,2022-12-03,1,-36.91418834,174.6373621,1.1457620909962616
3:00 pm,Sat,Theft,Karekare,2022-12-03,1,-36.94242695,174.4649375,1.388698909323364
2:00 am,Sat,Burglary,Remuera South,2022-12-03,1,-36.88047581,174.7935117,6.420853220135679
5:00 am,Sat,Burglary,Auckland Central East,2022-12-03,1,-36.8479832,174.773714,6.932024665021853
5:00 am,Sat,Theft,Abbotts Park,2022-12-03,1,-36.88978123,174.8048089,1.0
12:00 am,Sat,Theft,Clendon South,2022-12-03,1,-37.03238631,174.8605818,1.097174727330841
5:00 pm,Sat,Burglary,Akarana,2022-12-03,1,-36.90699289,174.7467201,6.760964765793623
7:00 pm,Sat,Theft,Remuera West,2022-12-03,1,-36.8661884,174.7885452,1.2915241819925227
6:00 am,Sat,Battery,Stanmore Bay East,2022-12-03,1,-36.62822416,174.7485049,6.372265856470259
1:00 am,Sat,Theft,Onehunga North West,2022-12-03,1,-36.91020203,174.7791954,1.0485873636654204
7:00 pm,Sat,Theft,Tamaki,2022-12-03,1,-36.8981563,174.8574637,1.2915241819925227
5:00 pm,Sat,Theft,Donegal Park,2022-12-03,1,-36.9809093,174.9077348,1.388698909323364
1:00 pm,Sat,Burglary,Hillsborough West,2022-12-03,1,-36.91220271,174.7538235,6.760964765793623
9:00 pm,Sat,Theft,Auckland Harbourside,2022-12-03,1,-36.84466685,174.7577362,1.985400303823653
4:00 pm,Sat,Theft,Swanson,2022-12-03,1,-36.86219338,174.5817722,1.388698909323364
12:00 pm,Sat,Burglary,Oratia,2022-12-03,1,-36.9164839,174.6293791,6.809552129459043
4:00 pm,Sat,Burglary,Otara North,2022-12-03,1,-36.95215036,174.8761304,6.760964765793623
9:00 am,Sat,Burglary,Mcleod,2022-12-03,1,-36.88434638,174.6466346,6.51802794746652
8:00 pm,Sat,Theft,Otara South,2022-12-03,1,-36.96394065,174.870311,1.194349454661682
12:00 pm,Sat,Theft,Mangere East,2022-12-03,1,-36.9622004,174.8324081,1.4372862729887843
11:00 pm,Sat,Burglary,Onehunga North West,2022-12-03,1,-36.91523686,174.778384,6.420853220135679
5:00 am,Sat,Sexual Assault,Mangere South,2022-12-03,1,-37.0081395,174.800377,7.323678492804838
10:00 am,Sat,Theft,Waterview,2022-12-03,1,-36.87569355,174.7047367,1.2429368183271023
5:00 am,Sat,Burglary,Konini,2022-12-03,1,-36.92731276,174.6442528,6.372265856470259
3:00 pm,Sat,Theft,Papatoetoe West,2022-12-03,1,-36.98422212,174.8447965,1.388698909323364
10:00 pm,Sat,Theft,Wattle Farm,2022-12-03,1,-37.03878776,174.8987741,1.097174727330841
4:00 am,Sat,Burglary,Waiuku East,2022-12-03,1,-37.24919305,174.735157,6.372265856470259
5:00 pm,Sat,Theft,Point Chevalier West,2022-12-03,1,-36.85758909,174.7004783,1.388698909323364
5:00 pm,Sat,Theft,Glenfield Central,2022-12-03,1,-36.78432576,174.7277842,1.388698909323364
3:00 pm,Sat,Burglary,Seacliffe,2022-12-03,1,-36.80685622,174.7794803,6.760964765793623
1:00 am,Sat,Theft,Sunnyvale,2022-12-03,1,-36.89431609,174.6394696,1.0485873636654204
1:00 am,Sat,Theft,Dingwall,2022-12-03,1,-36.96380875,174.8632539,1.0485873636654204
6:00 am,Sat,Burglary,Ponsonby East,2022-12-03,1,-36.8490717,174.7431597,6.372265856470259
2:00 pm,Sat,Burglary,Homai West,2022-12-03,1,-37.02155081,174.876669,6.760964765793623
2:00 am,Sat,Burglary,Orewa,2022-12-03,1,-36.58834995,174.6790964,6.420853220135679
4:00 am,Sat,Battery,Point Chevalier South,2022-12-03,1,-36.87539971,174.7132123,6.372265856470259
11:00 pm,Sat,Battery,Herne Bay,2022-12-03,1,-36.84089386,174.7358494,6.420853220135679
8:00 am,Sat,Burglary,Hillsborough West,2022-12-03,1,-36.9117376,174.7517454,6.4694405838010995
8:00 am,Sat,Burglary,Sherbourne,2022-12-03,1,-36.87358566,174.7508213,6.4694405838010995
1:00 am,Sat,Burglary,Windsor Park,2022-12-03,1,-36.74687712,174.7387766,6.420853220135679
9:00 pm,Sat,Theft,Monarch Park,2022-12-03,1,-36.79457395,174.7329148,1.1457620909962616
11:00 am,Sat,Battery,Red Hill,2022-12-03,1,-37.06310577,174.9792509,6.663790038462781
12:00 pm,Sat,Theft,Waitaramoa,2022-12-03,1,-36.87107574,174.7983993,1.4372862729887843
1:00 pm,Sat,Robbery,Auckland Central West,2022-12-03,1,-36.84735523,174.7630962,9.95141263633458
9:00 pm,Sat,Theft,Auckland Central West,2022-12-03,1,-36.84735523,174.7630962,3.664676729478436
3:00 am,Sat,Theft,Auckland Central East,2022-12-03,1,-36.84847122,174.7674245,1.5597588085515943
1:00 pm,Sat,Theft,Windsor Park,2022-12-03,1,-36.7386582,174.7258422,1.388698909323364
12:00 am,Sat,Theft,Papakura North,2022-12-03,1,-37.05878393,174.9387655,1.097174727330841
8:00 am,Sat,Theft,Henderson South,2022-12-03,1,-36.89345834,174.6252521,1.6569335358824353
5:00 pm,Sat,Battery,Takanini South,2022-12-03,1,-37.04898689,174.9294623,7.04084417006942
4:00 am,Sat,Burglary,Birkdale South,2022-12-03,1,-36.80594685,174.7037983,6.372265856470259
9:00 am,Sat,Battery,Lynfield South,2022-12-03,1,-36.92507181,174.7225251,6.51802794746652
12:00 pm,Sat,Theft,Bombay,2022-12-03,1,-37.18353225,174.9817249,1.4372862729887843
6:00 pm,Sat,Theft,Greenmount,2022-12-03,1,-36.93011926,174.9090076,1.57140358626832
11:00 am,Sat,Theft,Lynnmall,2022-12-03,1,-36.90844118,174.6836551,1.8512829905441173
3:00 am,Sat,Battery,Auckland Central West,2022-12-03,1,-36.84965444,174.7645458,8.891180494952433
7:00 pm,Sat,Theft,Pukekohe North,2022-12-03,1,-37.1991672,174.9085453,1.8512829905441173
4:00 pm,Sat,Battery,Sandringham North,2022-12-03,1,-36.88277881,174.733734,7.04084417006942
4:00 pm,Sat,Theft,Sandringham North,2022-12-03,1,-36.88277881,174.733734,1.6685783135991612
2:00 am,Sat,Burglary,Papakura South,2022-12-03,1,-37.06786529,174.9622035,6.420853220135679
11:00 am,Sat,Sexual Assault,Auckland Harbourside,2022-12-03,1,-36.84439733,174.7675342,8.174961483348955
8:00 pm,Sat,Theft,Dannemora,2022-12-03,1,-36.93171883,174.9128209,1.194349454661682
11:00 pm,Sat,Battery,Auckland Harbourside,2022-12-03,1,-36.84241926,174.767308,7.26049143296307
7:00 am,Sat,Battery,Otara North,2022-12-03,1,-36.96107057,174.8721519,6.420853220135679
6:00 pm,Sat,Battery,Auckland Central West,2022-12-03,1,-36.85206038,174.7590447,9.182704676944955
11:00 am,Sat,Burglary,Abbotts Park,2022-12-03,1,-36.89347882,174.8005555,6.663790038462781
5:00 pm,Sat,Theft,Rongomai,2022-12-03,1,-36.97569747,174.8962909,1.6685783135991612
10:00 am,Sat,Theft,Dingwall,2022-12-03,1,-36.96607834,174.8637728,1.2429368183271023
2:00 pm,Sat,Theft,Newmarket,2022-12-03,1,-36.86974642,174.7772228,1.6685783135991612
3:00 pm,Sat,Theft,Newmarket,2022-12-03,1,-36.86974642,174.7772228,1.6685783135991612
